,bengaliName,objectID,name,nameWithoutSubText,subText,mrp,corpPrice,price,shortDesc,longDesc,slug,doNotApplyDiscounts,picturesUrls,offerPicturesUrls,recursiveCategories,categories,manufacturers,blockSale,derivedProductVariant,unitQuantity,catalogItemType,__lScore,productAvailabilityForSelectedWarehouse
110,মিনিকেট চাল প্রিমিয়াম (সিদ্ধ) ৫ কেজি,6373,Miniket Rice Premium (Boiled) 5 kg,Miniket Rice Premium (Boiled),5 kg,399.0,369.0,369.0,"Chaldal is offering the most popular Rice in Bangladesh now available at affordable price. 
Rice Type: Miniket Premium.
Net Weight 5 kg."," Chaldal is offering the most popular Rice in Bangladesh now available at affordable price. 
Rice Type: Miniket Premium. 

Net Weight 5 kg.

",miniket-rice-premium-boiled-5-kg,0,['https://chaldn.com/_mpimage/miniket-rice-premium-boiled-5-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D48081&q=best&v=1'],[],"[80, 104, 2, 1386]","[80, 1386]","[205, 277, 278, 281, 287, 295, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 1, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
111,প্রাণ পাস্তুরিত ফুল ক্রিম তরল দুধ ১ লিটার,13596,Pran Pasteurized Full Cream Liquid Milk 1 ltr,Pran Pasteurized Full Cream Liquid Milk,1 ltr,80.0,80.0,80.0,,,pran-pasteurized-full-cream-liquid-milk-1-ltr,0,['https://chaldn.com/_mpimage/pran-pasteurized-full-cream-liquid-milk-1-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D108476&q=best&v=1'],[],"[1318, 1380, 58, 2]","[1318, 1380]",[131],0,[],1,Grocery,NaN,"[{'Quantity': 13, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
112,সবুজ আঙ্গুর (নেট ওজন ± ১২ গ্রাম ) ২৫০ গ্রাম,10049,Sobuj Angur (Green Grapes) ± 12 gm 250 gm,Sobuj Angur (Green Grapes) ± 12 gm,250 gm,155.0,155.0,155.0,"Crunchy, sweet and juicy, green seedless grapes satisfy a multitude of cravings, which may be why everyone like them so much. With 104 calories per 1-cup serving, green grapes make a healthy and natural low-calorie snack. The 1-cup serving of green grapes fills you up and satisfies hunger, which helps keep overall calories and ultimately weight under control. Grapes contain a substance called resveratrol, which is a natural compound that protects the fruit from environmental stress, fungal infections and ultraviolet radiation. Resveratrol also works to protect human health. As an antioxidant, it may protect your cells from free-radical damage and lower your risk of heart disease by preventing blood clots and reducing inflammation. The resveratrol in green seedless grapes may also prevent the growth of cancer cells. Green seedless grapes can help you meet your vitamins A, C and K needs. One cup of grapes provides 100 international units of vitamin A, 4.8 milligrams of vitamin C and 22 micrograms of vitamin K. Vitamin A helps your body fight off infection by boosting your immune system. Vitamin C is important for healthy gums and muscles and also helps wounds to heal. And finally, vitamin K is essential for blood clotting.","Crunchy, sweet and juicy, green seedless grapes satisfy a multitude of cravings, which may be why everyone like them so much. With 104 calories per 1-cup serving, green grapes make a healthy and natural low-calorie snack. The 1-cup serving of green grapes fills you up and satisfies hunger, which helps keep overall calories and ultimately weight under control. Grapes contain a substance called resveratrol, which is a natural compound that protects the fruit from environmental stress, fungal infections and ultraviolet radiation. Resveratrol also works to protect human health. As an antioxidant, it may protect your cells from free-radical damage and lower your risk of heart disease by preventing blood clots and reducing inflammation. The resveratrol in green seedless grapes may also prevent the growth of cancer cells. Green seedless grapes can help you meet your vitamins A, C and K needs. One cup of grapes provides 100 international units of vitamin A, 4.8 milligrams of vitamin C and 22 micro grams of vitamin K. Vitamin A helps your body fight off infection by boosting your immune system. Vitamin C is important for healthy gums and muscles and also helps wounds to heal. And finally, vitamin K is essential for blood clotting.",green-grapes-250-gm,0,['https://chaldn.com/_mpimage/sobuj-angur-green-grapes-12-gm-250-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28591&q=low&v=1'],[],"[11, 7, 2]",[11],[277],0,[],1,Grocery,NaN,"[{'Quantity': 1, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
113,প্যাম্পার্স অল রাউন্ড প্রোটেকশন বেবি ডায়াপার বেল্ট এন বি এস (৪-৮ কেজি) ১ টি কিনলে ১ টি ফ্রি ৫ টি,30928,Pampers All Round Protection Baby Diapers Belt NB S (4-8 kg) Buy 1 Get 1 Free 5 pcs,Pampers All Round Protection Baby Diapers Belt NB S (4-8 kg) Buy 1 Get 1 Free,5 pcs,110.0,110.0,110.0,,"Pampers Taped Diapers, Small (SM / 4-8 kg ), 05 counts with baby lotion, soft like cotton, magic gel technology & reusable tapes	",pampers-all-round-protection-baby-diapers-belt-s-4-8-kg-buy-1-get-1-free-5-pcs,0,"['https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-nb-s-4-8-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99664&q=best&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-s-4-8-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99669&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-s-4-8-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99673&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-s-4-8-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99674&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-s-4-8-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99675&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-s-4-8-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99677&q=low&v=1']",[],"[211, 210, 209]",[211],[297],0,[],1,Grocery,NaN,[]
114,হক মি.কুকি বাটার কোকোনাট বিস্কুট ৪৫ গ্রাম,3543,Haque Mr. Cookie Butter Coconut Biscuit 45 gm,Haque Mr. Cookie Butter Coconut Biscuit,45 gm,10.0,10.0,10.0,,,haque-mr-cookie-butter-coconut-biscuit-45-gm,0,['https://chaldn.com/_mpimage/haque-mr-cookie-butter-coconut-biscuit-45-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99980&q=best&v=1'],[],"[238, 75, 49, 2]","[238, 75]","[277, 287]",0,[],1,Grocery,NaN,"[{'Quantity': 43, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
115,দারুচিনি  আস্থ ১০০ গ্রাম,4001,Cinnamon (Daruchini) Whole 100 gm,Cinnamon (Daruchini) Whole,100 gm,59.0,59.0,59.0,,"Cinnamon is used mainly as an aromatic condiment and flavouring additive in a wide variety of cuisines, sweet and savoury dishes, breakfast cereals, snackfoods, tea and traditional foods. 
Ground cinnamon is composed of around 11% water, 81% carbohydrates (including 53% dietary fiber), 4% protein, and 1% fat.[36] In a 100 gram reference amount, ground cinnamon is a rich source of calcium (100% of the Daily Value (DV)), iron (64% DV), and vitamin K (30% DV).",cinnamon-daruchini-100-gm,0,['https://chaldn.com/_mpimage/cinnamon-daruchini-whole-100-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D48355&q=low&v=1'],[],"[238, 1318, 107, 104, 2]","[238, 1318, 107]","[257, 278, 281, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 297, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
116,রাঁধুনী হালিম মিক্স ২০০ গ্রাম,2405,Radhuni Haleem Mix 200 gm,Radhuni Haleem Mix,200 gm,55.0,49.0,49.0,SFBL,"Radhuni Haleem Mix is will give you the authentic taste of Bangladeshi haleem which can be cooked very easily by anyone. The ingredients for cooking haleem are given inside and all you need to do is add meat and oil. Altogether, it’s a very popular item during Ramadan but can also be enjoyed with family at anytime because it's a healthy and tasty wholesome meal.",radhuni-haleem-mix-200-gm,0,['https://chaldn.com/_mpimage/radhuni-haleem-mix-200-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D110478&q=best&v=1'],[],"[110, 104, 2, 238, 1318, 1471]","[110, 238, 1318, 1471]","[186, 281, 293, 317, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 1248, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 6534, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
117,কাঁচা আম (নেট ওজন ± ৫০ গ্রাম ) ১ কেজি,14554,Kacha Aam (Green Mango) ± 50 gm 1 kg,Kacha Aam (Green Mango) ± 50 gm,1 kg,80.0,39.0,39.0,,,green-mango-kacha-aam-1-kg-2,0,['https://chaldn.com/_mpimage/kacha-aam-green-mango-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D35636&q=low&v=1'],[],"[11, 7, 2]",[11],[277],0,[],1,Grocery,NaN,"[{'Quantity': 9, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
118,হুইল ওয়াশিং পাউডার ২ইন১ ক্লিন এ্যান্ড ফ্রেশ ৫০০ গ্রাম,2520,Wheel Washing Powder 2in1 Clean & Fresh 500 gm,Wheel Washing Powder 2in1 Clean & Fresh,500 gm,60.0,60.0,60.0,Unilever BD Ltd.,"Wheel 2in1 Washing Powder cleans Clothes thoroughly removing all malodors.  Its advanced white powder provides deep cleanliness & sensorial delight while allso being gentle on your hands. Available in two different variants, Clean & Fresh with odor masking capability & winning floral fragrance in Clean & Rose. Buy Now!
",wheel-washing-powder-2in1-clean-fresh-500-gm,0,"['https://chaldn.com/_mpimage/wheel-washing-powder-2in1-clean-fresh-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D93354&q=best&v=1', 'https://chaldn.com/_mpimage/wheel-2in1-clean-fresh-washing-powder-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D32819&q=best&v=1', 'https://chaldn.com/_mpimage/wheel-2in1-clean-fresh-washing-powder-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D32820&q=best&v=1', 'https://chaldn.com/_mpimage/wheel-washing-powder-2in1-clean-fresh-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D38583&q=best&v=1', 'https://chaldn.com/_mpimage/wheel-washing-powder-2in1-clean-fresh-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D38585&q=best&v=1']",[],"[86, 81, 1318]","[86, 1318]","[137, 357]",0,[],1,Grocery,NaN,"[{'Quantity': 27, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 51, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
119,মিনিকেট চাল স্ট্যান্ডার্ড (সিদ্ধ) ৫ কেজি,6250,Miniket Rice Standard (Boiled) 5 kg,Miniket Rice Standard (Boiled),5 kg,350.0,309.0,309.0,,Rice         ,miniket-rice-regular-5-kg,0,['https://chaldn.com/_mpimage/miniket-rice-standard-boiled-5-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D48082&q=best&v=1'],[],"[80, 104, 2, 1386]","[80, 1386]","[205, 278, 281, 287, 295, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
120,বাঁধাকপি ১ টি,5935,Badhakopi (Cabbage) 1 pcs,Badhakopi (Cabbage),each,65.0,49.0,49.0,"Cabbage structurally consists of clusters of stiff leaves superimposed in compact layers, allowing it to aquire round or globular shape vegetable. Fresh cabbage is an excellent source of natural antioxidant, vitamin C. Provides 36.6 mg or about 61% of RDA per 100 g. Regular consumption of foods rich in vitamin C helps the body develop resistance against infectious agents and scavenge harmful, pro-inflammatory free radicals. Cabbage is one of storehouse of phyto-chemicals like thiocyanates, indole-3-carbinol, lutein, zea-xanthin, sulforaphane, and isothiocyanates. These compounds work as powerful antioxidants and known to help protect against breast, colon, and prostate cancers.","Cabbage structurally consists of clusters of stiff leaves superimposed in compact layers, allowing it to aquire round or globular shape vegetable. Fresh cabbage is an excellent source of natural antioxidant, vitamin C. Provides 36.6 mg or about 61% of RDA per 100 g. Regular consumption of foods rich in vitamin C helps the body develop resistance against infectious agents and scavenge harmful, pro-inflammatory free radicals. Cabbage is one of storehouse of phyto-chemicals like thiocyanates, indole-3-carbinol, lutein, zea-xanthin, sulforaphane, and isothiocyanates. These compounds work as powerful antioxidants and known to help protect against breast, colon, and prostate cancers.",cabbage-1-pcs,0,['https://chaldn.com/_mpimage/badhakopi-cabbage-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D5740&q=low&v=1&m=400'],[],"[12, 7, 2]",[12],"[169, 257, 278]",0,[],1,Grocery,NaN,[]
121,ফার্ম ফ্রেশ ইউএইচটি দুধ ৫০০ মিলি,11437,Farm Fresh UHT Milk 500 ml,Farm Fresh UHT Milk,500 ml,50.0,50.0,50.0,,,farm-fresh-uht-milk-500-ml-2,0,['https://chaldn.com/_mpimage/farm-fresh-uht-milk-500-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D109176&q=best&v=1'],[],"[1380, 58, 2]",[1380],"[245, 257, 281, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 56, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
122,সাদা ব্রেড ৪০০ গ্রাম,3126,White Bread 500 gm,White Bread,500 gm,90.0,90.0,90.0,,,white-bread-400-gm,0,['https://chaldn.com/_mpimage/white-bread-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D70765&q=low&v=1'],[],"[74, 72, 2, 228, 14, 2, 238]","[74, 228, 238]",[],0,[],1,Grocery,NaN,"[{'Quantity': 1, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
123,খেসারি ডাল ৫০০ গ্রাম,7456,Kheshari Dal 500 gm,Kheshari Dal,500 gm,65.0,49.0,49.0,,,khashari-dal-500-gm,0,['https://chaldn.com/_mpimage/kheshari-dal-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D47046&q=low&v=1'],[],"[198, 104, 2, 1471]","[198, 1471]",[364],0,[],1,Grocery,NaN,"[{'Quantity': 5, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 36, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
124,প্রান ইউ এইচ টি দুধ ১ লিটার,3967,Pran UHT Milk 1 ltr,Pran UHT Milk,1 ltr,100.0,100.0,100.0,,"UHT Milk is one of the most popular milks to the people who wants to maintain a balanced and healthy life.Pran UHT Milk gives us a proper combination of nutrition and good taste. It is enriched with many essential nutrients like potassium,zinc,carbohydrates,protein etc.If we want to have a long healthy life,we can certainly take this fresh full cream milk.",pran-uht-milk-1-ltr,0,['https://chaldn.com/_mpimage/pran-uht-milk-1-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D108694&q=best&v=1'],[],"[238, 1318, 1380, 58, 2]","[238, 1318, 1380]","[131, 278, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 55, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 338, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
125,ডেকো এগ নুডলস ১৭০ গ্রাম (৩ টি কিনলে ১ টি ফ্রি) ৪ টি,28825,Dekko Egg Noodles 170 gm (Buy 3 Get 1 Free)  4 pcs,Dekko Egg Noodles 170 gm (Buy 3 Get 1 Free),4 pcs,75.0,75.0,75.0,,Origin: Bangladesh.,dekko-egg-noodles-4-pcs-buy-3-get-1-free-170-gm,0,['https://chaldn.com/_mpimage/dekko-egg-noodles-170-gm-buy-3-get-1-free-4-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D91566&q=best&v=1'],[],"[93, 49, 2]",[93],"[277, 278, 281, 364]",0,[],1,Grocery,NaN,[]
126,স্টবেরি (আমদানিকৃত) ± ২৫০ গ্রাম,28427,Strawberry (Imported) 250 gm,Strawberry (Imported),250 gm,275.0,275.0,275.0,,,strawberry-imported-250-gm,0,['https://chaldn.com/_mpimage/strawberry-imported-250-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D90100&q=low&v=1'],[],"[11, 7, 2]",[11],[257],0,[],1,Grocery,NaN,[]
127,ফ্রেশ হ্যান্ড টাওয়েল (২৫০X১ প্লাই) ১ টি,15581,Fresh Hand Towel (250X1 Ply) 1 pcs ,Fresh Hand Towel (250X1 Ply),each,80.0,80.0,80.0,,,fresh-hand-towel-250x1-ply-1-pcs,0,"['https://chaldn.com/_mpimage/fresh-hand-towel-250x1-ply-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D113119&q=best&v=1', 'https://chaldn.com/_mpimage/fresh-hand-towel-250x1-ply-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D96179&q=best&v=1']",[],"[41, 30, 85, 1240, 87, 81]","[41, 85, 87]","[147, 257, 278, 287, 313, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 4, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707818, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219818, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
128,ফ্রেশ সুপার প্রিমিয়াম (ভ্যাকুয়াম) লবণ ১ কেজি,7609,Fresh Super Premium (Vacuum) Salt 1 kg,Fresh Super Premium (Vacuum) Salt,1 kg,35.0,30.0,30.0,,,fresh-super-premium-vacuum-salt-1-kg,0,['https://chaldn.com/_mpimage/fresh-super-premium-vacuum-salt-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D113294&q=best&v=1'],[],"[111, 104, 2]",[111],"[147, 362, 364, 277, 278, 287, 356]",0,[],1,Grocery,NaN,[]
129,রূপচাঁদা ফর্টিফায়েড সয়াবিন তেল ১ লিটার,7186,Rupchanda Fortified Soyabean Oil (poly) 1 ltr,Rupchanda Fortified Soyabean Oil (poly),1 ltr,197.0,197.0,197.0,"Rupchanda comes from the company Bangladesh Edible Oil Ltd, which is jointly owned by Wilmar International limited of Singapore and Sime Darby Berhad of Malaysia. Rupchand soyabean 100 g oil provides 884 calories. Rupchanda Soyabean Oil is rich in Omega 3 & 6 which help lower blood pressure and Provide more nutrition to the unborn child.
Support healthy skin and hair.","21 years of heritage. 

First Vitamin A fortified Soyabean Oil.

Increases immunity.

Strengthens bone & teeth.
",rupchanda-soybean-oil-1-ltr-pack,1,['https://chaldn.com/_mpimage/rupchanda-fortified-soyabean-oil-poly-1-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D92544&q=best&v=1'],[],"[108, 104, 2]",[108],"[155, 278]",0,[],1,Grocery,NaN,[]
130,নাজিরশাইল চাল স্ট্যান্ডার্ড (আধা সিদ্ধ) ২৫ কেজি,27862,Nazirshail Rice Standard (Half Boiled) 25 kg,Nazirshail Rice Standard (Half Boiled),25 kg,1650.0,1459.0,1459.0,,,nazirshail-rice-standard-half-boiled-25-kg,0,['https://chaldn.com/_mpimage/nazirshail-rice-standard-half-boiled-25-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D94816&q=best&v=1'],[],"[80, 104, 2, 238]","[80, 238]","[277, 278, 281, 348, 364]",0,[],1,Grocery,NaN,[]
131,তরমুজ ৬ কেজি + ১ টি,31025,Watermelon (Tormuj) 6 kg+ 1 pcs,Watermelon (Tormuj) 6 kg+,each,359.0,339.0,339.0,,,watermelon-tormuj-6-kg-1-pcs-2,0,['https://chaldn.com/_mpimage/watermelon-tormuj-6-kg-1-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D100081&q=best&v=1'],[],"[11, 7, 2]",[11],"[277, 364]",0,[],1,Grocery,NaN,[]
