,bengaliName,objectID,name,nameWithoutSubText,subText,mrp,corpPrice,price,shortDesc,longDesc,slug,doNotApplyDiscounts,picturesUrls,offerPicturesUrls,recursiveCategories,categories,manufacturers,blockSale,derivedProductVariant,unitQuantity,catalogItemType,__lScore,productAvailabilityForSelectedWarehouse
76,প্যাম্পার্স অল রাউন্ড প্রোটেকশন বেবি ডায়াপার বেল্ট এম (৬-১১ কেজি) ১ টি কিনলে ১ টি ফ্রি ৫ টি,30929,Pampers All Round Protection Baby Diapers Belt M (6-11 kg) Buy 1 Get 1 Free 5 pcs,Pampers All Round Protection Baby Diapers Belt M (6-11 kg) Buy 1 Get 1 Free,5 pcs,110.0,110.0,110.0,,"Pampers Taped Diapers Medium, (MD / 6-11 kg ), 05 counts with baby lotion, soft like cotton, magic gel technology & reusable tapes	",pampers-all-round-protection-baby-diapers-belt-m-6-11-kg-buy-1-get-1-free-5-pcs,0,"['https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-m-6-11-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99666&q=best&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-m-7-12-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99679&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-m-7-12-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99680&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-m-7-12-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99682&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-m-7-12-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99683&q=low&v=1', 'https://chaldn.com/_mpimage/pampers-all-round-protection-baby-diapers-belt-m-7-12-kg-buy-1-get-1-free-5-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D99688&q=low&v=1']",[],"[211, 210, 209]",[211],[297],0,[],1,Grocery,NaN,[]
77,লম্বা বেগুন কালো ± ২৫ গ্রাম ৫০০ গ্রাম,5595,Lomba Kalo Begun (Long Brinjal Black) ± 25 gm 500 gm,Lomba Kalo Begun (Long Brinjal Black) ± 25 gm,500 gm,49.0,49.0,49.0,"Locally Sourced.Brinjals are mildly sweet, moist and never bitter. Because of their small size, the silky flesh is especially tender and will cook quickly. Try them sliced, brushed with olive oil and salt, and grilled or roasted. They also make a great addition to curries and stir-fries.

It contains good amounts of many essential B-complex groups of vitamins such as pantothenic acid (vitamin B5), pyridoxine (vitamin B6) and thiamin (vitamin B1), niacin (B3). These vitamins are essential in the sense that body requires them from external sources to replenish and required for fat, protein and carbohydrate metabolism.","Brinjals are mildly sweet, moist and never bitter. Because of their small size, the silky flesh is especially tender and will cook quickly. Try them sliced, brushed with olive oil and salt, and grilled or roasted. They also make a great addition to curries and stir-fries. It contains good amounts of many essential B-complex groups of vitamins such as pantothenic acid (vitamin B5), pyridoxine (vitamin B6) and thiamin (vitamin B1), niacin (B3). These vitamins are essential in the sense that body requires them from external sources to replenish and required for fat, protein and carbohydrate metabolism.",long-brinjal-black-net-weight-20-gm-500-gm,0,"['https://chaldn.com/_mpimage/lomba-kalo-begun-long-brinjal-black-25-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D43558&q=low&v=1', 'https://chaldn.com/_mpimage/long-brinjal-black-begun-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D22315&q=low&v=1']",[],"[12, 7, 2]",[12],"[169, 257, 278, 281, 295]",0,[],1,Grocery,NaN,"[{'Quantity': 5, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
78,আম হিমসাগর (নেট ওজন ± ৫০ গ্রাম) ৩ কেজি,14793,Mango Himshagor (Net Weight ± 50 gm) 3 kg,Mango Himshagor (Net Weight ± 50 gm),3 kg,449.0,379.0,379.0,"An immensely popular mango, which is considered to be the most superior of all mango in Bangladesh.. The inside color of this mango is yellow and orange. Does not have any fiber and very much tasty to eat. Medium size. ",An immensely popular mango from Rajshahi which is considered to be the most superior of all mango in Bangladesh.. The inside color of this mango is yellow and orange. Does not have any fiber and very much tasty to eat. Medium size. ,mango-himshagor-net-weight-50-gm-3-kg,0,['https://chaldn.com/_mpimage/mango-himshagor-net-weight-50-gm-3-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D78548&q=best&v=1'],[],"[11, 7, 2]",[11],"[256, 277, 278, 281]",0,[],1,Grocery,NaN,[]
79,রোমানিয়া লেক্সাস ভেজিটেবল বিস্কুট ২০ গ্রাম,34359,Romania Lexus Vegetable Biscuit 20 gm,Romania Lexus Vegetable Biscuit,20 gm,5.0,5.0,5.0,,,romania-lexus-vegetable-biscuit-20-gm,0,['https://chaldn.com/_mpimage/romania-lexus-vegetable-biscuit-20-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D109767&q=best&v=1'],[],"[75, 49, 2]",[75],[],0,[],1,Grocery,NaN,[]
80,চিচিঙ্গা ± ২৫ গ্রাম ৫০০ গ্রাম,5930,Chichinga (Snake Gourd) ± 25 gm 500 gm,Chichinga (Snake Gourd) ± 25 gm,500 gm,29.0,25.0,25.0,"Cook fry (vaji) with long size, green colored and 100% fresh as well as chemical free Snake Gourd (Chichinga). You can make a delicious recipe like Chichinga posto (snake gourd curry with poppy seed), chichinga vaja, chichinga vaji with chingri etc.  ","Cook fry (vaji) with long size, green colored and 100% fresh as well as chemical free Snake Gourd (Chichinga). You can make a delicious recipe like Chichinga posto (snake gourd curry with poppy seed), chichinga vaja, chichinga vaji with chingri etc.  ",snake-gourd-net-weight-20-gm-500-gm,0,['https://chaldn.com/_mpimage/chichinga-snake-gourd-25-gm-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28583&q=low&v=1'],[],"[12, 7, 2]",[12],"[169, 257, 278, 348]",0,[],1,Grocery,NaN,"[{'Quantity': 9, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
81,মটর শুটি ৫০০ গ্রাম,6335,Green Peas (Motorshuti) 500 gm,Green Peas (Motorshuti),500 gm,49.0,49.0,49.0,,"""Green peas are a popular vegetable. They are also quite nutritious and contain a fair amount of fiber and antioxidants.

Additionally, research shows they may help protect against some chronic illnesses, such as heart disease and cancer.

On the other hand, some people claim green peas are harmful and should be avoided due to the antinutrients they contain, which can cause bloating.""

Nutritional facts/Ingredients :
""Benefits:
-High in Many Nutrients and Antioxidants
-They're Filling and an Excellent Source of Protein
-They Support Healthy Blood Sugar Control
-The Fiber in Peas May Benefit Digestion
-Protective Against Some Chronic Diseases like Heart Disease, Cancer, Diabetes
-Contain Antinutrients
-They May Cause Bloating
""",green-peas-motorshuti-500-gm,0,['https://chaldn.com/_mpimage/green-peas-motorshuti-500-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D69934&q=low&v=1'],[],"[12, 7, 2]",[12],"[169, 257, 278]",0,[],1,Grocery,NaN,[]
82,আড়ং ডেইরি ইউএইচটি পূর্ণ ননীযুক্ত তরল দুধ ৫০০ গ্রাম,8846,Aarong Dairy UHT Full Cream Liquid Milk 500 ml ,Aarong Dairy UHT Full Cream Liquid Milk,500 ml,50.0,50.0,50.0,,"Aarong Dairy UHT (Ultra High Temperature)  Milk is full cream milk that is long life fresh milk sterilized at high temperature without any preservative. It’s directly drinkable that requires no boiling.
Share and Enjoy!
CATEGORIES: UHT MILK, LIQUID MILK",aarong-dairy-uht-full-cream-liquid-milk-500ml,0,['https://chaldn.com/_mpimage/aarong-dairy-uht-full-cream-liquid-milk-500-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28033&q=best&v=1'],[],"[1380, 58, 2]",[1380],[165],0,[],1,Grocery,NaN,"[{'Quantity': 21, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 17, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
83,আড়ং ডেইরি চকোলেট দুধ ড্রিংক ইউএইচটি ২০০ মিলি,14530,Aarong Dairy Chocolate Milk Drink UHT 200 ml,Aarong Dairy Chocolate Milk Drink UHT,200 ml,30.0,30.0,30.0,,"Packed with protein and calcium, these are treats you can feel good about serving your child.",aarong-dairy-chocolate-milk-drink-uht-200-ml,0,['https://chaldn.com/_mpimage/aarong-dairy-chocolate-milk-drink-uht-200-ml?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101665&q=best&v=1'],[],"[1380, 58, 2]",[1380],"[165, 287]",0,[],1,Grocery,NaN,"[{'Quantity': 29, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
84,প্রাণ অল টাইম ড্রাই কেক বিস্কুট ৩০ গ্রাম,34352,Pran All Time Dry Cake Biscuit 30 gm,Pran All Time Dry Cake Biscuit,30 gm,15.0,15.0,15.0,,"""Origin: Bangladesh
Biscuit and Bakery""",pran-all-time-dry-cake-biscuit-30-gm,0,['https://chaldn.com/_mpimage/pran-all-time-dry-cake-biscuit-30-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D108652&q=best&v=1'],[],"[75, 49, 2]",[75],[],0,[],1,Grocery,NaN,"[{'Quantity': 200, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
85,মাম খাবার পানি ২ লিটার,5637,Mum Drinking Water 2 ltr,Mum Drinking Water,2 ltr,35.0,35.0,35.0,"MUM is a pure natural mineral drinking water. People have trust on MUM because, MUM strictly follows the guideline & standard specification of quality level of WHO, IBWA, ICDDRB, Food and Nutrition Dept. of DU. ","MUM is a pure natural mineral drinking water. People have trust on MUM because, MUM strictly follows the guideline & standard specification of quality level of WHO, IBWA, ICDDRB, Food and Nutrition Dept. of DU. ",mum-drinking-water-25-ltr,0,['https://chaldn.com/_mpimage/mum-drinking-water-2-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D94751&q=best&v=1'],[],"[22, 17, 2, 238, 1318]","[22, 238, 1318]",[],0,[],1,Grocery,NaN,"[{'Quantity': 23, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 306, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
86,"বসুুন্ধরা পেপার ন্যাপকিন ১৩"" গন্ধমুক্ত (১০০ টি)",4373,"Bashundhara Paper Napkins 13"" Unscented 100 pcs","Bashundhara Paper Napkins 13"" Unscented",100 pcs,60.0,60.0,60.0,"Bashundhara paper napkin  is a product of Bashundhara Group. Its too soft and easy to use. Bashundhara paper napkin has good absorption ability. 1 Packet Bashundhara paper napkin contain 13""X 1 PLY Pcs.","Bashundhara paper napkin  is a product of Bashundhara Group. Its too soft and easy to use. Bashundhara paper napkin has good absorption ability. 1 Packet Bashundhara paper napkin contain 13""X 1 PLY Pcs.",bashundhara-paper-napkins,0,['https://chaldn.com/_mpimage/bashundhara-paper-napkins-13-unscented-100-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D80929&q=low&v=1'],[],"[41, 30, 85, 1240, 87, 81, 238]","[41, 85, 87, 238]","[199, 257, 275, 278, 346, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
87,গোল লেবু ৪টি,5602,Gol Lebu (Round Lemon) 4 pcs,Gol Lebu (Round Lemon),4 pcs,40.0,25.0,25.0,"Locally Sourced.From treating throat infections to aiding digestion, Lemons are a great natural remedy. 
The distinctive sour taste of lemon juice is used to flavour a variety of food and beverages and the rind (zest) can also be used in cooking and baking. Lemons can be stored at room temperature for up to a week and in a fridge for up to a month. Tip: microwave for 10 seconds and roll on counter top applying hard pressure prior to juicing. ","Locally Sourced.From treating throat infections to aiding digestion, Lemons are a great natural remedy. 
The distinctive sour taste of lemon juice is used to flavour a variety of food and beverages and the rind (zest) can also be used in cooking and baking. Lemons can be stored at room temperature for up to a week and in a fridge for up to a month. Tip: microwave for 10 seconds and roll on counter top applying hard pressure prior to juicing.",round-lemon-4-pcs,0,"['https://chaldn.com/_mpimage/gol-lebu-round-lemon-4-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D54834&q=low&v=1', 'https://chaldn.com/_mpimage/round-lemon-4-pcs?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D22322&q=low&v=1']",[],"[12, 7, 2]",[12],"[169, 257, 278, 281, 287, 295]",0,[],1,Grocery,NaN,"[{'Quantity': 15, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
88,নাজিরশাইল চাল প্রিমিয়াম (আধা সিদ্ধ) ৫ কেজি,6252,Nazirshail Rice Premium (Half Boiled) 5 kg,Nazirshail Rice Premium (Half Boiled),5 kg,440.0,425.0,425.0,,"Origin: Bangladesh
One of the finest quality rice available in the market at a reasonable price.",nazirshail-rice-premium-half-boiled-5-kg,0,['https://chaldn.com/_mpimage/nazirshail-rice-premium-half-boiled-5-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D48083&q=low&v=1'],[],"[80, 104, 2, 1386]","[80, 1386]","[205, 278, 281, 287, 348, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 34, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 83, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
89,বোম্বে সুইটস মিঃ টুইস্ট চিপস ২২ গ্রাম ,7276,Bombay Sweets Mr. Twist 22 gm,Bombay Sweets Mr. Twist,22 gm,15.0,15.0,15.0,,"Ingredients: Potato, Edible vegetable oil & Spices. Nutrition facts- Calories 118, protein 3g & No cholesterol",mrtwist-25gm,0,['https://chaldn.com/_mpimage/bombay-sweets-mr-twist-22-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D47731&q=low&v=1'],[],"[53, 49, 2]",[53],"[257, 277, 278, 279, 281, 287, 364]",0,[],1,Grocery,NaN,"[{'Quantity': 77, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 2, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657081800000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657038600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657029600000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 445.2, 'AvailabilityCutOffTimeOfDay': 1225.2}]"
90,তীর ফর্টিফায়েড সয়াবিন তেল ৫ লিটার,2493,Teer Fortified Soyabean Oil 5 ltr,Teer Fortified Soyabean Oil,5 ltr,980.0,980.0,980.0,Deepa Food Products Ltd.,,teer-soyabean-oil-5-ltr-5,1,"['https://chaldn.com/_mpimage/teer-fortified-soyabean-oil-5-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101035&q=best&v=1', 'https://chaldn.com/_mpimage/teer-fortified-soyabean-oil-5-ltr?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D101036&q=best&v=1']",[],"[108, 104, 2, 1386]","[108, 1386]","[168, 277, 278, 279, 281, 287, 295, 382]",0,[],1,Grocery,NaN,[]
91,সবুজ ক্যাপসিকাম ± ১৫ গ্রাম  ৩০০ গ্রাম,10224,Green Capsicum ± 15 gm 300 gm,Green Capsicum ± 15 gm,300 gm,139.0,79.0,79.0,"Green capsicums are picked when ripe and have an all-over green appearance.A fresh, crisp green capsicum is a tasty vegetable that can be a regular part of your healthy eating plan. This vegetable is low in calories and contains 0 grams of fat and a good supply vitamins and minerals. Their mildly sweet flavor makes green bell peppers versatile enough to include a wide variety of nutritious recipes.","Green capsicums are picked when ripe and have an all-over green appearance.A fresh, crisp green capsicum is a tasty vegetable that can be a regular part of your healthy eating plan. This vegetable is low in calories and contains 0 grams of fat and a good supply vitamins and minerals. Their mildly sweet flavor makes green bell peppers versatile enough to include a wide variety of nutritious recipes.",green-capsicum-300-gm,0,['https://chaldn.com/_mpimage/green-capsicum-15-gm-300-gm?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D28574&q=low&v=1'],[],"[1318, 12, 7, 2]","[1318, 12]","[169, 281]",0,[],1,Grocery,NaN,"[{'Quantity': 12, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
92,পেয়ারা (নেট ওজন ± ৫০ গ্রাম ) ১ কেজি,6024,Guava Premium (± 50 gm) 1 kg,Guava Premium (± 50 gm),1 kg,110.0,89.0,89.0,"Guava is a tropical fruit rich in high-profile nutrients. Thai guavas are generally the size of a softball with apple green skin that can range from bumpy to smooth. The flesh is white with pale yellow seeds and tends to be drier than the pink type of guavas. Thai guavas are only mildly sweet and have very little fragrance. The crunchy flesh and hard seeds are both edible. Guavas come in two broad groups divided by the color of their flesh: pink and white. Thai guavas are a group of guavas within the white category that include a number of varieties. Thai Guava Guava is very helpful for those who want to lose weight without compromising their intake of proteins, vitamins and fiber. Guava is very high in roughage and rich in vitamins, proteins and minerals Adding a medium-sized guava to your lunch and you will not feel hungry again until the evening. ","Guava is a tropical fruit rich in high-profile nutrients. Thai guavas are generally the size of a softball with apple green skin that can range from bumpy to smooth. The flesh is white with pale yellow seeds and tends to be drier than the pink type of guavas. Thai guavas are only mildly sweet and have very little fragrance. The crunchy flesh and hard seeds are both edible. Guavas come in two broad groups divided by the color of their flesh: pink and white. Thai guavas are a group of guavas within the white category that include a number of varieties. Thai Guava Guava is very helpful for those who want to lose weight without compromising their intake of proteins, vitamins and fiber. Guava is very high in roughage and rich in vitamins, proteins and minerals Adding a medium-sized guava to your lunch and you will not feel hungry again until the evening.",guava-thai-1-kg,0,['https://chaldn.com/_mpimage/guava-premium-50-gm-1-kg?src=https%3A%2F%2Feggyolk.chaldal.com%2Fapi%2FPicture%2FRaw%3FpictureId%3D67818&q=low&v=1'],[],"[11, 7, 2, 238]","[11, 238]","[257, 277, 278, 281, 287]",0,[],1,Grocery,NaN,"[{'Quantity': 3, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656992707803, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1656994219803, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657039500000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': 490.2, 'AvailabilityCutOffTimeOfDay': 1390.2}, {'Quantity': 50, 'EarliestAvailableTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'AvailabilityExpiryTime': {'UnixTimeMilliseconds': 1657069200000, 'Offset': 360.0}, 'EarliestAvailableTimeOfDay': None, 'AvailabilityCutOffTimeOfDay': None}]"
